City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Clouds (Numberic)
536,port alfred,-33.5906,26.891,75.18,93,broken clouds,1.01,ZA,2024-12-09 12:15:39,59
537,wewak,-3.5534,143.6268,78.84,89,overcast clouds,4.97,PG,2024-12-09 12:15:40,98
538,kruisfontein,-34.0033,24.7314,69.73,82,broken clouds,5.06,ZA,2024-12-09 12:15:41,62
539,floro,61.5996,5.0328,35.56,80,scattered clouds,9.22,NO,2024-12-09 12:11:06,40
540,ewo,-0.8725,14.8206,83.01,56,broken clouds,2.33,CG,2024-12-09 12:15:43,72
541,shitanjing,39.2342,106.3439,25.41,43,overcast clouds,1.92,CN,2024-12-09 12:15:44,100
542,kargasok,59.0556,80.8572,9.3,78,overcast clouds,14.9,RU,2024-12-09 12:15:45,100
543,nishinoomote,30.7333,131.0,56.14,64,clear sky,20.18,JP,2024-12-09 12:15:47,10
544,bel ombre,-4.6167,55.4167,80.44,83,shower rain,5.75,SC,2024-12-09 12:15:48,75
545,saint croix,17.7397,-64.7388,86.45,72,scattered clouds,16.11,VI,2024-12-09 12:15:49,40
546,jinghong,21.991,100.7341,63.43,94,few clouds,2.24,CN,2024-12-09 12:15:50,19
547,woolgoolga,-30.1106,153.2007,73.27,93,overcast clouds,4.59,AU,2024-12-09 12:15:51,100
548,fisterra,42.9049,-9.2629,55.31,72,scattered clouds,18.61,ES,2024-12-09 12:15:52,27
549,loikaw,19.6742,97.2094,63.34,93,broken clouds,3.83,MM,2024-12-09 12:15:53,63
550,vilyuysk,63.7553,121.6247,-24.79,99,overcast clouds,3.83,RU,2024-12-09 12:12:00,98
551,shalkar,47.8288,59.6258,19.02,61,few clouds,6.71,KZ,2024-12-09 12:15:55,13
552,the pas,53.8251,-101.2541,15.82,86,light snow,10.36,CA,2024-12-09 12:15:56,100
553,puerto deseado,-47.7503,-65.8938,57.52,49,scattered clouds,18.5,AR,2024-12-09 12:15:29,47
554,argo,37.6333,22.7333,59.54,69,scattered clouds,2.91,GR,2024-12-09 12:15:59,43
555,northam,51.0333,-4.2167,45.61,74,overcast clouds,21.79,GB,2024-12-09 12:16:00,99
556,summerside,46.3959,-63.7876,26.73,68,broken clouds,11.5,CA,2024-12-09 12:16:01,73
557,tadine,-21.55,167.8833,73.78,91,clear sky,6.62,NC,2024-12-09 12:16:02,0
558,canals,38.9625,-0.5844,54.52,44,broken clouds,11.32,ES,2024-12-09 12:16:04,67
559,dickinson,29.4608,-95.0513,69.1,91,mist,9.22,US,2024-12-09 12:16:05,100
560,pavlovsk,50.4578,40.1081,33.1,71,overcast clouds,10.78,RU,2024-12-09 12:16:06,100
561,yarkovo,57.4028,67.0786,15.26,73,overcast clouds,12.17,RU,2024-12-09 12:16:07,100
562,mawlaik,23.6333,94.4167,60.22,87,broken clouds,0.94,MM,2024-12-09 12:16:08,79
563,krasnoslobodsk,48.7072,44.5714,31.82,74,broken clouds,8.95,RU,2024-12-09 12:16:09,75
564,maun,-19.9833,23.4167,94.96,29,clear sky,13.8,BW,2024-12-09 12:16:10,0
565,nuriootpa,-34.4833,139.0,57.2,73,clear sky,4.29,AU,2024-12-09 12:16:11,0
566,puerto aysen,-45.4,-72.7,55.62,78,overcast clouds,4.65,CL,2024-12-09 12:16:12,98
567,wakkanai,45.4094,141.6739,30.69,54,overcast clouds,23.38,JP,2024-12-09 12:15:35,100
568,laurel,39.0993,-76.8483,51.04,90,overcast clouds,4.61,US,2024-12-09 12:13:07,100
569,pyinmana,19.7333,96.2167,71.31,86,broken clouds,2.37,MM,2024-12-09 12:16:16,75
570,constitucion,-35.3333,-72.4167,67.28,52,clear sky,17.29,CL,2024-12-09 12:12:55,3
571,houma,29.5958,-90.7195,75.99,74,overcast clouds,5.01,US,2024-12-09 12:13:14,100
572,ligny-en-barrois,48.6886,5.3254,37.56,90,overcast clouds,13.65,FR,2024-12-09 12:16:20,89
573,sao miguel do araguaia,-13.275,-50.1628,91.71,49,clear sky,1.63,BR,2024-12-09 12:16:21,5
574,porto novo,6.4965,2.6036,84.04,59,broken clouds,7.38,BJ,2024-12-09 12:16:22,60
575,sarangani,5.4033,125.4636,82.99,81,broken clouds,20.22,PH,2024-12-09 12:16:23,82
